urlDrugName;rating;effectiveness;sideEffects;condition
biaxin;10;4;3;sinus infection, bronchitis
crestor;9;4;4;high cholestrol
flonase;10;4;3;eustachian tube pain
boniva;3;3;1;preventing osteoporosis
lorazepam;10;3;3;alcohol abuse
prozac;6;2;2;depression
accutane;9;4;3;acne
neoprofen;10;4;4;earache
lexapro;1;1;1;anxiety
premarin;10;4;3;hormone replacement therapy
zegerid;10;4;4;gerd
prednisone;7;4;2;sudden sensorineural hearing loss
diovan;3;2;2;high bp
minocycline;4;0;3;acne
lamictal;9;4;3;depression
ecotrin;8;4;4;heart problem
topamax;10;4;3;migraines
adipex-p;4;4;1;overweight
adipex-p;6;1;1;weight loss
triamcinolone;9;4;4;eczema
chantix;10;4;2;smoking cessation
lamictal;8;4;2;epilepsy
prozac;8;3;2;depression
effexor-xr;8;3;3;anxiety, mild depression
bystolic;10;4;3;heart palpitations
provigil;9;3;4;narcolepsy
mirtazapine;9;3;3;anxiety and depression
sanctura-xr;10;3;3;overactive bladder
prevacid;8;3;4;gerd
singulair;7;3;4;asthma
ecotrin;7;3;2;headache
lexapro;7;3;2;anxiety, depresion
tetracycline;5;2;3;skin acne
retin-a;8;3;3;cystic acne
reglan;1;0;4;ulcers that caused throwing up
zantac;1;0;1;reflux, gastritis
prilosec;10;4;4;gerd - gastroesophageal reflux disease
lyrica;9;4;2;neuropathy / anklosing spondylytis
ritalin;8;4;2;narcolepsy
accutane;9;4;2;acne
ambien-cr;4;1;3;insomnia
lupron;9;4;2;uterine fibroids/heavy bleeding
methadone;10;4;2;opiate dependence
paxil;9;3;3;depression
amphetamine;9;3;3;add
relafen;9;3;4;oral infection and swelling
lodine;1;1;1;pain
nortriptyline;7;4;2;migraines
paxil;6;2;2;anxiety,depression
tramadol;10;4;3;nerve painn
topamax;7;3;2;migraine
allegra-d;10;4;3;allergies
tetracycline;9;3;4;rosacea
parlodel;7;2;2;psoriatic arthritis
prempro;7;2;2;menopause
lipitor;3;2;2;high cholesterol
clindamycin;3;3;1;dental surgery
percocet;1;3;1;foot surgery
ativan;9;4;2;anxiety
levothroid;10;4;4;thyroid
accutane;9;4;3;cystic acne
prozac;9;3;4;depression
wellbutrin;10;4;4;depression
nortriptyline;8;3;3;"back pain; restlessness"
nexium;6;2;4;gastritis, nausea, fullness
clonazepam;8;2;4;insomnia and anxiety
estrace;10;4;4;vaginal dryness
metrogel;1;0;0;redness from rosacea flushing
effexor;7;3;3;menopause symptoms
nystatin;4;1;4;candida rashes
lunesta;7;4;2;insomnia
naproxen;1;1;0;joint pain
minocin;8;4;2;cystic acne
depakote;10;4;3;bi-polar disorder
prozac;10;4;3;anxiety
lexapro;8;4;2;stressfull live change
enbrel;1;3;0;ra
celebrex;1;1;3;mild bursitis in left hip.
bactroban;6;1;0;amputee, constant sores on stump
catapres;7;2;4;sleep disruption due to hotflashes at night
flonase;10;4;4;nasal allergies
neurontin;10;4;4;difficulty sleeping because of nervous system prob
tramadol;4;2;1;rib pain and muscle inflammation
lumigan;10;4;4;glaucoma
dilaudid;8;4;2;broken ribs
retin-a-micro;10;4;3;acne
dilaudid;2;4;2;pain after foot surgery
zoloft;10;4;4;depression
diazepam;3;2;1;to relax muscles
detrol;2;1;3;urgency to urinate
cipro;1;3;0;uti
tegretol;1;0;1;neuropathic pain
allegra;9;3;4;seasonal allergies
mobic;8;1;1;plantar faciatis
compazine;1;1;0;headache
lunesta;5;2;1;insomnia
tetracycline;10;4;4;acne
methotrexate;10;4;4;rheumatoid arthritis
differin;8;3;4;mild acne, white heads
ativan;1;2;0;anxiety from a reaction
hyzaar;4;3;2;high blood pressure
levoxyl;4;1;1;hypothyroidism
seasonique;10;4;3;birth control
zyrtec;7;2;3;chronic rhinitis and allergies
prempro;1;0;0;severe hot flashes and night sweats
avita;8;3;3;acne
cymbalta;8;3;3;major depression
augmentin;10;4;4;ear infection
oxycodone;7;4;2;post-surgical pain
ortho-novum;7;4;3;birth control
nizoral;8;3;4;hair loss
mobic;9;4;4;cut on knee from fall,waited too long to get stmus
flagyl;1;1;0;diareaha
femring;10;4;4;hrt (hormone replacement therapy)
adipex-p;5;1;4;weight loss
xanax;10;4;4;anxiety
viagra;10;4;2;erectile dysfunction
zoloft;7;2;3;anxiety
aldara;7;4;2;superfacial basal cell carcinoma
imitrex;10;4;4;migraine
flonase;9;4;3;sinus congestion / allergies
doxycycline;7;3;4;perioral dermatitis
nardil;9;4;2;depression (atypical)
cymbalta;8;3;4;anxiety
zoloft;7;3;3;traumatic brain injury
atripla;10;4;2;hiv
duac;10;4;3;acne
lamotrigine;1;0;1;migraines
macrobid;4;0;4;uti
prozac;5;3;2;mild depression and anxiety
lamictal;10;4;4;reverse the insomnia medication
restasis;1;0;2;dry eye
enbrel;9;4;4;rheumatoid arthritis
tirosint;8;3;3;hypothyriod
differin;2;0;3;acne
pristiq;8;3;3;depression
lunesta;1;3;1;trouble sleeping
neoprofen;10;4;4;headaches, menstrual aches/cramps, fever
citalopram;1;0;2;anxiety/depreesion
allegra;6;2;3;sinusitis
xenical;4;0;3;obesity
augmentin;4;1;4;bacterial infection
zegerid;10;4;4;gastritis
imitrex;9;3;3;migraines
doxycycline;9;4;3;acne
keflex;2;0;4;n/a
arava;8;4;3;arthritis
nexium;8;3;4;heartburn/gerd
keppra;1;4;0;grand mal seizures
xyrem;8;4;2;narcolepsy/cataplexy
tramadol;6;2;2;acl reconstruction
desyrel;9;4;3;fibromyalgia
neurontin;1;3;1;migraines
detrol-la;8;2;2;bladder pressure
wellbutrin;10;4;3;smoking cessation
inderal;9;4;4;situational anxiety
prednisone;10;4;4;inflammation of throat during bacteria bronchitis
effexor;6;2;1;depression
xanax;9;4;3;anxiety
accutane;4;2;2;acne
provera;8;4;4;menopause symptoms such as hot flashes,sleeplessne
azor;8;3;3;anxiety attacks
xanax;8;3;3;anxiety/depression
retin-a-micro;7;3;3;acne cysts
adipex-p;7;2;3;over weight
protonix;10;4;4;hiatal hernia and ileocecal valve syndrome
nuvaring;10;4;4;birth control
triaz;7;3;2;acne
vicodin;10;4;4;pain after surgery
strattera;5;3;1;adult adhd
methadone;10;4;4;opiate addiction
voltaren;5;2;4;eryhema nodosum
lexapro;1;0;1;depression
tapazole;7;3;4;hyperthyroidism
solodyn;2;4;0;acne
synthroid;7;3;4;weight gain
zyrtec;9;3;3;allergies
aricept;1;0;0;alzheimer's/dementia
differin;8;4;2;acne
lexapro;10;3;4;depression
topamax;5;2;2;sedative/hypnotic - to induce sleep
zofran;1;0;1;cyclic vomiting syndrome
tramadol;3;2;1;severe pain in right hip from suspected tear in ca
wellbutrin-xl;10;4;4;anxiety/depression
concerta;6;4;3;adhd
keflex;10;3;4;post surgery antibiotic
detrol-la;8;2;3;overactive bladder
claritin;8;2;4;allergies
levaquin;10;4;3;sinus infection
levoxyl;1;4;4;hypothyroid
cymbalta;5;1;2;depression anxiety
zoloft;9;4;3;depression
fiorinal;7;4;3;headaches
neurontin;10;4;4;bipolar disorder
lexapro;3;3;1;depression
flonase;9;4;4;sinus allergies/infection
alprazolam;8;4;3;psychosomatic disorder
cyproheptadine;9;4;4;allergy to trauma to the face.
lipitor;10;3;4;high colesterol level
cymbalta;7;3;2;depression
celexa;8;4;3;depression
accutane;8;4;2;acne
mobic;2;2;3;jaw/tooth pain
flomax;10;4;3;bph
nasonex;6;2;4;sinus polyps
clonazepam;10;4;3;anxiety
ritalin;10;4;4;fibromyalgia
synthroid;1;0;0;under active thyroid
imodium;9;3;4;diarrhoea/ibs
accutane;8;4;1;acne
oracea;10;4;4;perioral dermatitis
estrostep-fe;10;4;4;contraceptive
copaxone;9;3;3;relapsing/remitting multiple sclerosis
synthroid;10;4;4;hashimotos disease
prilosec;8;4;4;nausea after eating
chantix;10;4;3;stop smoking
claritin;7;3;4;allergies
lyrica;8;4;3;fibromyalgia and myofacial pain
flomax;10;4;4;frequent urination
lexapro;7;3;2;anxiety
tamiflu;10;4;4;flu symptoms
zocor;1;0;0;high colesterol
doxycycline;7;4;3;clamydia
synthroid;8;4;3;hypothyroid deficiency
cymbalta;9;4;3;depression
prinivil;8;3;3;high blood pressure
risperdal;4;2;2;bipolar disorder
lunesta;1;0;4;severe insomnia
zocor;1;1;2;high cholesterol
motrin;6;2;3;menstrual cramps/heavey bleeding
flexeril;9;3;4;muscle spasm
xanax;6;4;1;anxiety
doxycycline;10;4;4;severe peridontal disease
armour-thyroid;10;4;4;hypothyroidism
pamelor;7;3;1;depression
wellbutrin-xl;9;3;3;depression/dysthymia
seasonique;2;4;1;heavy periods/cramping
benadryl;7;2;2;peanut allergy
celebrex;2;2;1;bursitis
seroquel;1;1;1;bipolar
crestor;1;3;1;familial hypercholesterolaemia
ambien;9;3;1;insomnia
lortab;8;4;3;severe low back pain that went down right leg.
acyclovir;7;3;2;hsv 2
yasmin;1;4;0;birth control
valtrex;10;4;3;cold sores
lipitor;5;2;2;cholesterol
soltamox;10;4;4;atypical hyperplasia in breast and hypothyrodism
tri-luma;3;0;3;melasma
nexium;10;4;4;gerd
voltaren;9;4;3;sore lower back
valium;10;4;4;anxiety/depression
xenical;8;2;2;over weight
avapro;10;4;4;high blood pressure after prewgnancy
emsam;9;4;2;major chronic depressive disorder
keflex;10;4;3;post operative antibiotic
nasonex;9;4;3;allergic rhinitis
inderal;1;0;0;hypertension
valium;9;4;3;sciatica and low back pain
cipro;10;4;4;cellulitis
efudex;10;4;4;skin cancers
celexa;5;2;1;depression
sulfasalazine;1;0;2;crohn's disease
lumigan;8;3;3;glacoma
maxalt;8;3;3;migraine
restasis;6;2;4;sjogren's syndrome
chantix;8;4;3;stop smoking
synthroid;3;1;4;papillary, follicular, tall-cell variant cancer
tazorac;6;2;2;adult acne/wrinkles
nizoral-shampoo;9;4;4;dandruff
retin-a;6;1;3;wrinkles
xanax;8;3;4;anxiety
synthroid;10;4;4;hypothyroidism
propecia;8;3;4;hair loss
fentanyl;8;2;3;chronic pain due to neck injury and surgeries
prinivil;1;2;0;high blood pressure
lamictal;1;2;0;bipolar ii
xyrem;2;0;3;unrestful sleep, narcolepsy?
dispermox;9;3;4;fever and tonsilitis
chantix;10;3;3;to help quit smoking cigarettes
tylenol;10;4;4;headache
lantus;9;4;3;insulin dependent diabetes mellitus
coreg;10;4;4;cardiomyopathy
metoprolol;10;4;3;tachycardia
lamisil;5;3;1;toenail fungus
metrogel;1;0;4;bacterial infection
zoloft;10;4;4;depression/anxiety
humira;10;4;4;rheumatoid arthritis
protonix;8;4;4;acid reflux
paxil-cr;5;2;1;anxiety/panic attacks
buspar;9;3;4;anxiety
minocycline;9;3;3;acne
topamax;5;3;1;seizure/migraine
paxil;7;3;4;depression
prempro;10;4;4;crashing fatigue, hot flashes, mood swings
spironolactone;8;4;2;acne
claritin;5;2;3;alergy
doryx;4;1;4;acne
doxycycline;5;3;3;acne
norvasc;10;4;4;blood pressure
humira;10;4;3;rheumatoi arthritis
coumadin;5;2;3;blood clots
metformin-extended-release;10;4;4;diabetes
methadone;8;4;2;opiate addiction
betamethasone;10;4;4;itchy, red, irritated skin
effexor-xr;8;4;3;depression
zomig;1;0;0;migraine
pepcid;7;3;4;hives
retin-a-micro;3;3;1;cystic acne
synthroid;10;3;4;hypothyroidism
renova;7;3;1;melasma
desyrel;1;4;1;insomnia
amoxil;10;4;4;ear infection
tylenol;8;3;3;headache
fluvoxamine;10;4;4;ocd, bipolor disease
aricept;2;1;1;alzheimer's
lorazepam;4;1;2;anxiety
tramadol;1;0;0;osteochondral injury of the talus, left ankle
dysport;3;1;2;brow wrinkles
albuterol;9;3;3;bronkitis
norvasc;1;2;0;high blood pressure
methotrexate;10;3;4;rheumatoid arthritis
augmentin;8;4;4;phneumonia
imitrex;1;0;0;migraine
retin-a;10;4;3;adult acne
prevacid;10;4;4;stomach ulcers
ambien-cr;5;3;1;insomnia
ambien;8;4;3;insomnia
paxil;8;3;3;anxiety
flonase;7;3;2;nasal polyps
avita;6;2;3;aging skin
zoloft;10;4;3;anxeity
lunesta;7;3;3;insomnia/difficulty sleeping
estrace;9;3;4;menapause
augmentin;7;4;1;sinusitis,quinsy
acyclovir;10;4;3;cold sore below lip
prevacid;9;3;4;indigestion
cipro;9;4;3;kidney infection
neurontin;1;0;0;chronic pain, fibromyalgia
ziac;8;3;4;high blood pressure
vyvanse;8;4;3;adhd
nuvigil;6;4;1;shift work sleep disorder
diflucan;8;4;3;yeast infection
zoloft;10;4;4;anxiety
nuvaring;1;0;1;heavy period
mobic;3;0;2;neck pain from car accident whiplash
methotrexate;9;4;3;rheumatoid arthritis
elavil;1;2;1;fibromyalgia
lithium-carbonate;8;4;3;manic depression
seasonique;4;4;2;migraine + birth control
vicoprofen;7;3;3;oral infection
zyban;9;3;3;smoking
provigil;10;3;4;fatigue from rheumatoid arthiritis
lortab;8;4;2;oral surgery
aricept;7;3;4;dementia (altzheimer's diesease)
lipitor;1;2;0;high cholesterol
prevacid;4;1;4;acid reflux
remicade;2;2;1;crohns disease  & colitis
temovate;7;2;4;dyshidrosis
ambien;10;4;3;difficulty sleeping
xyrem;3;3;0;trouble sleeping at night, tired during day
levaquin;1;0;1;cellulitis (skin infection on my leg)
flonase;8;3;4;plugged up nose related to seasonal allergies
clindamycin;3;0;2;prophylaxis after oral surgery
toprol-xl;9;3;4;high blood pressure
cipro;9;3;3;uti
voltaren;3;1;4;primary dysmenorrhea
byetta;8;4;3;diabetic
premarin;10;4;4;radical hysterectomy
proscar;7;2;2;hair loss
ortho-tri-cyclen;8;4;3;birth control
metronidazole;4;3;1;giardiasis
motrin;9;3;4;rheumatoid arthritis
acyclovir;10;4;4;recurrent colds
advair-diskus;9;3;4;asthma
zomig;10;4;4;migraines
effexor;5;3;2;depression
wellbutrin;5;1;2;depression
zithromax;9;4;4;ear infection and upper respiratory infection
desyrel;10;4;4;insomia
valium;10;4;4;low back pain/herniated disk/sciatic pain
diovan;10;4;4;high blood pressure
voltaren;8;3;2;osteoarthritis
tegretol;1;4;0;seizures
ultracet;6;2;3;post surgery
prozac;10;4;3;depression
prinivil;2;2;0;high blood pressure
retin-a;8;2;3;fine wrinkles
minocin;7;4;4;acne
zomig;10;4;4;migraine
zyrtec;5;4;1;allergies
vyvanse;7;4;1;adhd
effexor-xr;7;4;2;depression
vicodin;3;0;2;pain
prinivil;10;4;4;high bloodpressure
tri-luma;8;2;1;hyperpigmentation
retin-a;4;2;4;sun damage
ativan;9;4;3;extremely severe anxiety
protonix;8;4;4;acid reflux
lamisil;9;4;3;toenail fungus
inderal;10;4;4;situational anxiety
amoxil;9;4;3;kidney infection
tirosint;10;4;4;low thyroid
dispermox;6;2;2;sinus infection
zyrtec;9;3;4;allergies
ambien;8;3;3;inability to fall asleep easily
imitrex;8;4;2;migraine
effexor;3;2;1;depression
renova;8;3;2;acne
valium;6;1;3;anxiety
deltasone;6;4;2;crohn's disease
periogard;2;0;2;periodontal disease
clindamycin;3;1;2;sinusitus/ double ear infection
lamictal;7;3;2;epilepsy
maxalt;10;4;4;migraines
spironolactone;5;1;3;hair loss
retin-a;7;3;3;acne and wrinkles
chantix;5;3;1;smoking cessation
tazorac;8;3;2;fine lines/wrinkles
zyrtec;9;3;4;allergic rash
lamictal;5;0;4;mood stablizer for bipoler disorder
crestor;10;4;4;cholesterol
singulair;10;4;4;hay fever type allergy reactions
paxil;4;1;2;social anxiety
doryx;10;4;4;acne
paxil;1;1;0;depression/anxiety
alesse;7;4;3;pregnancy prevention
renova;6;1;3;wrinkles
klonopin;6;4;2;anxiety
tenormin;10;4;3;tachycardia
synthroid;10;4;4;hypothyroidism
wellbutrin-xl;2;2;0;sadd
zocor;1;2;0;cholesterol
zmax;5;2;3;sinus infection
lipitor;8;4;1;high cholesterol
citalopram;10;4;3;rapid cycling bi polar
oracea;5;2;2;acne
yasmin;3;4;2;birth control
omnicef;1;0;0;sinus infection
aldactone;7;3;3;acne
amerge;8;3;3;migraines
ativan;3;4;1;nerves
xanax;10;4;4;anxiety related to severe pms
estring;8;2;4;post menopause
aldactone;10;4;4;swollen knee
climara-pro;3;1;2;hot flashes
zomig;8;4;3;migraine
tazorac;6;2;2;anti aging
adipex-p;4;2;1;loose weight
chantix;10;4;3;20 year pack a day smoker
adipex-p;10;4;3;weight loss
lexapro;9;3;3;depression
clonazepam;8;4;3;nerve damage, 1 nerve near mouth during surgery
zovirax;10;4;3;herpes zoster
valtrex;7;2;4;genital herpes
cymbalta;2;0;1;anxiety/depression
prednisone;1;2;1;allergic reaction on face to a cosmetic
provigil;10;4;4;narcolepsy, sleep apnea, bipolar disorder
fiorinal;10;4;3;migraine headaches
paxil;10;4;3;anxiety
adderall;10;4;3;adhd
propecia;9;4;4;hair less
metrogel;1;0;4;rosacea
oxycontin;2;3;0;pain after surgery
renova;8;3;1;hyperpigmentation
naproxen;3;3;1;arthritis
lexapro;1;3;0;anxiety, stress
divigel;10;4;4;menopause
selegiline;3;0;2;head injury
effexor;10;4;4;depression
amoxil;2;0;0;tooth infection
aldactone;3;1;3;hormonal acne
duragesic;7;4;1;severe chronic pain
paxil;8;4;2;panic disorder
synthroid;7;2;3;hypthyroidism
effexor;10;4;3;depression
cymbalta;1;0;2;fibromyalgia and depression
adderall;6;2;2;adhd, depression/anxiety
imitrex;2;0;3;migraine headaches
retin-a;4;2;4;sun damage
diazepam;5;3;2;sleep
singulair;5;2;2;asthma \ allergies
yasmin;1;4;1;contraception
oxycontin;8;4;2;severe and chronic back pain
tofranil-pm;9;4;3;panic attacks
fiorinal;8;3;3;migraines
claripel-cream;9;4;3;melasma
strattera;4;1;3;add
vesicare;9;4;4;urge incontinence and bladder spasm
concerta;8;3;3;adhd
diazepam;8;4;4;sleeping disorder
ambien;10;4;4;restlessness
adderall-xr;10;4;3;adult add
effexor-xr;9;4;3;depression
xanax;10;4;4;panic attacks
cipro;8;4;3;uti
prozac;10;4;4;depression
celexa;1;0;2;depression
celexa;10;4;3;anxiety and mild depression
zegerid;8;3;3;laryngopharyngeal reflux
elavil;9;3;4;fibromyalgia
sotret;9;4;2;acne
xanax;5;3;2;to help me sleep after having a rapid heartbeat ep
fosamax;1;2;0;osteoporosis
chantix;5;2;1;stop smoking
nortriptyline;8;4;3;originally depression, later for chronic pain
spironolactone;10;4;4;acne
lamictal;9;4;3;bipolar/mixed manic episodes/severe depression
cymbalta;10;4;4;situational atypical depression
advair-hfa;9;4;4;asthma
nasarel;10;4;4;rhinitis
lexapro;8;4;4;nerves
vasotec;9;3;4;htn
triphasil;10;4;4;contraception
celexa;6;2;2;anxiety & depression
adderall-xr;8;3;4;add
wellbutrin;8;3;4;depression
dostinex;10;4;3;prolactinoma
parlodel;10;4;3;high level of prolactin
vyvanse;9;3;3;add
topamax;1;0;1;migraines
panixine-disperdose;2;0;1;mild local skin infection
protonix;9;3;4;possible ulcer and acid reflux
topamax;10;4;3;migraines
lexapro;6;1;4;depression
levoxyl;9;4;4;hypothroidism
estrace;10;4;3;menopause
seroquel;10;4;4;obsessive compulsive disorder, panic disorder, gad
flexeril;9;4;3;insomnia, and arthrtis
alprazolam;8;3;3;anxiety
ambien-cr;9;4;3;insomnia, chronic pain
doxepin;8;2;3;insomnia
avita;7;2;2;acne
medroxyprogesterone;6;3;3;heavy periods, thickened endometrium
wellbutrin;10;4;4;depression
zofran;8;3;4;nausea
tazorac;5;2;3;hyperpigmentation, light breakouts, fine lines
zyrtec;6;4;2;year round allergies
zomig;10;4;2;migraines
chantix;8;4;3;stopping smoking
elidel;7;2;4;eczema
lunesta;5;4;2;insomnia
retin-a;8;3;3;fine lines
propecia;9;4;4;hair thinning
renova;9;3;3;acne
nitrofurantoin;10;4;4;uti prevention
prozac;4;2;2;antidepressant
topamax;8;3;2;post traumatic stress syndrom
doxycycline;6;2;4;acne
requip;6;2;4;restless leg syndrome
propecia;1;0;1;receding hairline
remicade;7;4;0;crohns disease, psoriatic arthritis
crestor;5;4;1;hypercholesteremia
carac;6;3;3;red spot on the cheek
wellbutrin;8;4;2;depression
vagifem;10;4;4;chronic urinary and yeast infections due to drynes
dilantin;8;2;3;seizures
levaquin;8;3;3;sinus infection
doxycycline;2;0;0;acne rosacea
elavil;5;2;2;depression and anxiety
premarin;10;4;4;post menopausal /hysterectomy
cymbalta;10;4;2;pain and depression
ponstel;10;4;4;severe menstrual cramps
zyban;2;3;0;to stop smoking
zithromax;4;2;1;throat infection
sarafem;8;3;2;severe depression
metrogel;9;3;4;rosacea
alprazolam;8;3;3;anxiety, panic attck, nervousness
methadone;8;4;2;drug addiction
advair-diskus;1;1;0;copd
latisse;10;3;4;grow lashes
nuvaring;2;4;1;birth control
trilipix;8;3;3;high ldl
xenical;9;4;3;obesity
ritalin;6;3;1;adhd, inattentive type
clomid;9;4;2;female problems, trying to get pregnant, ovulation
zyban;8;4;2;smoking
cardura-xl;8;3;4;bph
ceclor;1;0;1;ear infection
vyvanse;10;4;3;adult add
boniva;1;0;0;osteoporosis
flonase;7;3;3;allergies
lipitor;10;3;4;reduce cholesterol
prilosec;9;3;4;severe indigestion diagnosed as possible ulcer
levoxyl;9;4;2;thyroid disease
nexium;5;1;4;active chronic gastritis
oxycodone;10;4;3;metastasized ovarian cancer/chemotherapy
synthroid;9;3;4;tiredness
adderall;9;3;3;major clinical depression
provigil;9;4;3;shift work sleep disorder
motrin;10;4;4;migraine
tirosint;4;2;2;thyroid/total thyroidectomy due to cancer
nexium;10;4;4;gastric esophageal reflux
minocin;5;1;3;acne
ortho-tri-cyclen;7;4;2;birth control
lupron;1;2;1;endometriosis
propecia;8;3;2;hair loss
avelox;10;4;4;sinus infection
lipitor;7;3;3;high cholesterol
avelox;1;0;0;sinus inection
baciim;5;0;1;simple laceration
pristiq;9;4;2;depression
retin-a;10;4;3;minor acne
naproxen;1;0;2;frozen shoulder
seasonique;3;4;1;birth control
enablex;1;0;4;bladder control
propecia;8;2;4;hair loss
effexor-xr;3;1;1;depression
galzin;3;2;1;wilson diseaes
dicyclomine;7;2;3;ibs
prozac;9;3;3;ocd
adipex-p;9;3;3;appetite suppression
xanax;8;3;3;insomnia
prozac;8;3;3;depression
deltasone;10;4;4;severe poison ivy all over face
aldactone;10;4;4;adult acne
septra;5;4;3;prevention of pcp pneumonia while on chemo
prozac;10;3;4;depression
selegiline;7;2;4;attention deficit problems, concentration difficul
effexor;8;4;2;depression
protopic;10;4;4;white spots on facial skin
singulair;2;1;1;asthma, allergies
metformin;8;3;2;diabetes
paxil;2;2;3;recovery from a brainstem stroke
duragesic;6;3;3;rheumatoid arthritis joint pain, fibromyalgia
methimazole;10;3;4;hyperthyroidism
singulair;2;1;1;chronic hives
reglan;1;0;1;nausea
duac;7;3;3;acne
tylenol;8;4;3;fever
duragesic;2;1;1;cancer related pain
singulair;1;0;0;asthma
cymbalta;7;3;3;depression
depo-provera;8;4;2;birth control
elidel;8;3;3;hypothryoid-related dry skin
nuvaring;10;4;4;birth control
wellbutrin;5;2;2;depression
lyrica;8;3;2;chronic pain
diclofenac;8;3;4;arthritis
vicodin;8;3;3;burn from motorcycle accident
clonazepam;3;1;3;blepharospasm
wellbutrin;8;3;2;depression/post-partum
levaquin;10;4;4;hemorrhagic cystitis
effexor-xr;9;4;3;high level anxiety/depression
zyrtec;6;2;4;skin allergy
wellbutrin-sr;10;3;3;add
valtrex;7;2;3;herpes
topamax;9;3;4;weight loss
metformin;8;2;4;polycystic ovarian syndrome
ambien-cr;6;2;4;insomnia
sarafem;6;2;2;depression
doryx;9;3;4;acne
synthroid;10;4;4;underactive thyroid
vistaril;1;0;1;anxiety
methotrexate;6;4;1;psoriasis
wellbutrin-sr;9;3;3;depression
adderall;10;4;3;depression/add
strattera;7;3;2;adhd (predominantly inattentive)
protonix;10;4;4;chronic heartburn
neurontin;3;1;2;bi-polar disorder
macrobid;10;4;3;bladder infection
retin-a;8;4;3;acne
sumatriptan;10;4;2;severe migraine
adcirca;2;0;2;difficulty getting/holding erection
prilosec;10;4;4;gastritis
zyrtec-d;7;3;4;pollen, dust, mold and tree allergies
lyrica;5;1;1;spinal nerve compression pain
prevacid;5;1;3;eosinophilic esophagitis
metronidazole;1;2;0;bacterial lung infection
avelox;1;0;2;sinus infection
ultram;8;2;3;fibromyalgia
effexor-xr;8;4;1;depression/anxiety
zoloft;9;3;4;depression
desyrel;2;1;1;anxiety
cymbalta;9;4;3;anxiety
retin-a-micro;10;4;3;acne/wrinkles
allegra;10;4;4;allergies
avage;8;4;3;wrinkles
seroquel-xr;10;4;4;bipolar disorder
atenolol;10;4;4;extra heartbeat
doxycycline;8;3;3;acne
lamotrigine;6;3;1;depression and anxiety
niaspan;2;1;1;high colestrol
keppra;9;4;3;anti seizure
albuterol;1;0;0;astham
cipro;1;0;0;uti
desonide;4;2;2;exzema of the face
retin-a-micro;7;3;2;to reduce/eliminate wrinkling
prozac;8;2;3;depression
nexium;9;4;3;gerd
protonix;9;3;4;functional dyspepsia
prozac;1;3;2;depression
prednisolone;9;4;3;bacterial infection in patient with copd
macrobid;1;3;1;uti
zofran;9;4;2;nausea/morning sicness/ongoing vomitting
prempro;3;3;2;menopause problems
seasonique;6;3;3;birth control
effexor;5;2;3;depression
seroquel;6;3;2;sleeplessness and restless mind at night
naproxen;8;3;3;nerve damage/ acdf surgery
ativan;9;4;3;anxiety
lexapro;4;2;1;depression
methimazole;10;4;4;grave's disease
tri-luma;3;1;2;melasma
detrol-la;1;3;1;frequent and urgent  urination
niaspan;7;3;2;high cholesteral
xanax;10;4;4;anxiety
prinivil;8;3;3;high blood pressure
nasacort-aq;10;4;4;sinusitis
zithromax;9;3;4;bronchitis
pristiq;8;3;3;depression/anxiety
prednisone;7;4;1;giant cell arteritis
imitrex;6;3;2;migraine headaches
singulair;10;4;4;asthma
levothroid;10;3;3;hypothyroidism
prilosec;10;4;4;acid reflux
propecia;10;4;4;hairloss
renova;7;2;3;wrinkles
glucophage-xr;7;2;1;polycystic ovary syndrome
mobic;10;4;4;sore heel and arthritis
duragesic;7;2;3;cancer/constant pain
vasotec;10;4;4;hypertension
flonase;10;4;4;alergies
differin;4;1;3;elarge pores blackheads around nose & cheeks
retin-a;8;2;2;acne
lyrica;9;3;2;pinched nerves
chantix;1;0;0;quitting smoking
clonazepam;8;3;3;sleep walking/talking
ambien;10;4;3;sleep
prozac;10;3;3;serotonin imbalance, mood swings
mirapex;1;4;0;parkinson's
vivelle-dot;10;4;4;menopausal
actonel;10;3;4;post-menopausal osteopenia
zmax;9;4;3;sinus/ lung infection from a cold
lexapro;7;2;3;anxiety and depression
accutane;9;4;2;acne
propranolol;6;2;4;panic attacks
risperdal-consta;9;3;4;psychotic symptoms
lipitor;10;4;4;hyperlipidemia
imitrex;8;4;3;migraines
nuvaring;9;4;4;birth control/ regular periods.
erythromycin;2;0;2;bladder infection
ambien;7;2;4;sleep
flonase;9;3;4;running nose
protonix;9;4;4;peptic ulcer
celebrex;6;3;2;inflamation resulting from damage to knee during s
motrin;10;4;4;menstrual cramps
doxycycline;3;1;2;bronchitis
prempro;9;4;3;unusual periods
zyrtec;10;4;3;atopic eczema
tramadol;5;1;4;fibromyalgia pain
trazodone;10;4;4;chronic severe insomnia
retin-a-micro;7;3;3;acne
tramadol;7;2;3;low back pain due to car accident
allegra;8;3;4;seasonal allergies
zyrtec;10;4;4;hives, itching, swelling due to allergies
adderall-xr;8;3;2;adhd
accutane;7;3;3;acne
diazepam;8;3;4;muscle relaxant - spinal disorder
vyvanse;10;4;3;adhd
zoloft;1;0;0;depression
climara;2;1;2;total hysterctomy
trileptal;8;3;3;epilepsy
micardis;4;2;2;high blood pressure
